,count-Row ID,mean-Row ID,mean-Postal Code,mean-Sales,mean-Quantity,mean-Discount,mean-Profit,mean-ReturnedBin,mean-EncodedCountry,mean-x0_Furniture,mean-x0_Office Supplies,mean-x0_Technology,mean-x0_Accessories,mean-x0_Appliances,mean-x0_Art,mean-x0_Binders,mean-x0_Bookcases,mean-x0_Chairs,mean-x0_Copiers,mean-x0_Envelopes,mean-x0_Fasteners,mean-x0_Furnishings,mean-x0_Labels,mean-x0_Machines,mean-x0_Paper,mean-x0_Phones,mean-x0_Storage,mean-x0_Supplies,mean-x0_Tables,mean-x0_Consumer,mean-x0_Corporate,mean-x0_Home Office,mean-x0_First Class,mean-x0_Same Day,mean-x0_Second Class,mean-x0_Standard Class,std-Row ID,std-Postal Code,std-Sales,std-Quantity,std-Discount,std-Profit,std-ReturnedBin,std-EncodedCountry,std-x0_Furniture,std-x0_Office Supplies,std-x0_Technology,std-x0_Accessories,std-x0_Appliances,std-x0_Art,std-x0_Binders,std-x0_Chairs,std-x0_Envelopes,std-x0_Fasteners,std-x0_Furnishings,std-x0_Labels,std-x0_Paper,std-x0_Phones,std-x0_Storage,std-x0_Tables,std-x0_Consumer,std-x0_Corporate,std-x0_Home Office,std-x0_First Class,std-x0_Same Day,std-x0_Second Class,std-x0_Standard Class,min-Row ID,min-Postal Code,min-Sales,min-Quantity,min-Discount,min-Profit,min-ReturnedBin,min-EncodedCountry,min-x0_Furniture,min-x0_Office Supplies,min-x0_Technology,min-x0_Accessories,min-x0_Appliances,min-x0_Art,min-x0_Binders,min-x0_Bookcases,min-x0_Chairs,min-x0_Copiers,min-x0_Envelopes,min-x0_Fasteners,min-x0_Furnishings,min-x0_Labels,min-x0_Machines,min-x0_Paper,min-x0_Storage,min-x0_Supplies,min-x0_Tables,min-x0_First Class,min-x0_Same Day,min-x0_Second Class,min-x0_Standard Class,25%-Row ID,25%-Postal Code,25%-Sales,25%-Quantity,25%-Discount,25%-Profit,25%-ReturnedBin,25%-EncodedCountry,25%-x0_Furniture,25%-x0_Office Supplies,25%-x0_Technology,25%-x0_Accessories,25%-x0_Appliances,25%-x0_Binders,25%-x0_Bookcases,25%-x0_Chairs,25%-x0_Copiers,25%-x0_Envelopes,25%-x0_Fasteners,25%-x0_Furnishings,25%-x0_Labels,25%-x0_Machines,25%-x0_Paper,25%-x0_Storage,25%-x0_Supplies,25%-x0_First Class,25%-x0_Same Day,25%-x0_Second Class,25%-x0_Standard Class,50%-Row ID,50%-Postal Code,50%-Sales,50%-Quantity,50%-Discount,50%-Profit,50%-ReturnedBin,50%-EncodedCountry,50%-x0_Furniture,50%-x0_Office Supplies,50%-x0_Technology,50%-x0_Appliances,50%-x0_Art,50%-x0_Binders,50%-x0_Bookcases,50%-x0_Copiers,50%-x0_Envelopes,50%-x0_Fasteners,50%-x0_Furnishings,50%-x0_Labels,50%-x0_Machines,50%-x0_Paper,50%-x0_Phones,50%-x0_Storage,50%-x0_Supplies,50%-x0_Tables,50%-x0_First Class,50%-x0_Same Day,50%-x0_Second Class,50%-x0_Standard Class,75%-Row ID,75%-Postal Code,75%-Sales,75%-Quantity,75%-Discount,75%-Profit,75%-ReturnedBin,75%-EncodedCountry,75%-x0_Furniture,75%-x0_Office Supplies,75%-x0_Technology,75%-x0_Accessories,75%-x0_Appliances,75%-x0_Art,75%-x0_Binders,75%-x0_Bookcases,75%-x0_Chairs,75%-x0_Copiers,75%-x0_Envelopes,75%-x0_Fasteners,75%-x0_Furnishings,75%-x0_Labels,75%-x0_Machines,75%-x0_Paper,75%-x0_Phones,75%-x0_Storage,75%-x0_Supplies,75%-x0_Tables,75%-x0_First Class,75%-x0_Same Day,75%-x0_Second Class,75%-x0_Standard Class,max-Row ID,max-Postal Code,max-Quantity,max-Discount,max-Profit,max-EncodedCountry,max-x0_Furniture,max-x0_Office Supplies,max-x0_Technology,max-x0_Accessories,max-x0_Appliances,max-x0_Art,max-x0_Binders,max-x0_Chairs,max-x0_Furnishings,max-x0_Paper,max-x0_Phones,max-x0_Storage,max-x0_First Class,max-x0_Second Class,max-x0_Standard Class
Irene Maddox,21,3132.952381,54648.85714,234.7844762,4.428571429,0.166666667,24.50727143,0,1,0.238095238,0.666666667,0.095238095,0.047619048,0,0.095238095,0.142857143,0.047619048,0.047619048,0,0,0.047619048,0.095238095,0.095238095,0,0.142857143,0.047619048,0.095238095,0.047619048,0.047619048,1,0,0,0,0,0.19047619,0.80952381,1696.271897,33022.16757,439.2656413,2.767154289,0.219848433,103.1705038,0,0,0.43643578,0.483045892,0.300792604,0.21821789,0,0.300792604,0.358568583,0.21821789,0,0.21821789,0.300792604,0.300792604,0.358568583,0.21821789,0.300792604,0.21821789,0,0,0,0,0,0.402373908,0.402373908,14,10009,3.96,1,0,-248.166,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1706,19120,18.45,3,0,1.148,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2089,80906,69.576,4,0.2,10.984,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4789,80906,152.76,5,0.2,56.1752,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4984,98103,14,0.7,285.9896,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
Ivan Gibson,7,4664.428571,73031,106.3677143,2.714285714,0.028571429,45.78545714,0.142857143,1,0,1,0,0,0.142857143,0.142857143,0.285714286,0,0,0,0,0,0,0,0,0.428571429,0,0,0,0,1,0,0,0,0,0.285714286,0.714285714,2787.512443,31793.58874,127.2978059,1.380131119,0.075592895,50.36928796,0.377964473,0,0,0,0,0,0.377964473,0.377964473,0.487950036,0,0,0,0,0,0.534522484,0,0,0,0,0,0,0,0,0.487950036,0.487950036,1552,6360,1.344,1,0,0.4704,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2798.5,72209,26.66,2,0,11.4614,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2800,72209,61.96,2,0,27.882,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7117.5,95063.5,128.905,3.5,0,62.4342,0,1,0,1,0,0,0,0,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,1,8467,98103,5,0.2,144.3546,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1
Ivan Liston,14,4664.071429,59756.07143,360.0525714,4.285714286,0.071428571,80.13835714,0,1,0.214285714,0.571428571,0.214285714,0.071428571,0,0.214285714,0.071428571,0.071428571,0.071428571,0,0.071428571,0,0.071428571,0.071428571,0,0.071428571,0.142857143,0.071428571,0,0,1,0,0,0.142857143,0,0,0.857142857,2182.728866,27987.20245,545.5711929,2.757606862,0.099449032,121.9447747,0,0,0.425815314,0.513552591,0.425815314,0.267261242,0,0.425815314,0.267261242,0.267261242,0.267261242,0,0.267261242,0.267261242,0.267261242,0.36313652,0.267261242,0,0,0,0,0.36313652,0,0,0.36313652,2173,19805,3.912,1,0,1.0269,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2589.5,44222,16.143,2.25,0,6.8826,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4941.5,62121,92.608,3.5,0,18.4933,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5559.75,86033.5,286.98,5.75,0.2,76.1526,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8769,94122,9,0.2,378.1674,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1
Jack Garza,7,6344.571429,48394.42857,336.9537143,2.857142857,0.242857143,97.74158571,0,1,0.142857143,0.285714286,0.571428571,0.142857143,0,0.142857143,0.142857143,0,0,0.142857143,0,0,0.142857143,0,0,0,0.285714286,0,0,0,1,0,0,0,0.142857143,0.285714286,0.571428571,4094.10075,34022.5362,649.7314084,1.069044968,0.214919697,268.4422892,0,0,0.377964473,0.487950036,0.534522484,0.377964473,0,0.377964473,0.377964473,0,0,0,0.377964473,0,0,0.487950036,0,0,0,0,0,0,0.377964473,0.487950036,0.534522484,392,28205,9.344,2,0,-73.577,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4035,28540,50.712,2,0.2,3.0779,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8986,28540,95.97,3,0.2,9.2386,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8987.5,63369,175.984,3,0.2,20.1927,0,1,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,1,8989,98198,5,0.7,701.9883,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1
Jack Lebron,12,6683.666667,46962,101.2463333,3.5,0.266666667,-17.3163,0.416666667,1,0.083333333,0.75,0.166666667,0.166666667,0.166666667,0.083333333,0.25,0,0,0,0,0,0,0,0,0.083333333,0,0.166666667,0,0.083333333,1,0,0,0.25,0,0,0.75,2702.207661,23236.6503,263.0335013,1.977142106,0.177525073,73.31632176,0.514928651,0,0.288675135,0.452267017,0.389249472,0.389249472,0.389249472,0.288675135,0.452267017,0,0,0,0,0,0.288675135,0,0.389249472,0.288675135,0,0,0,0.452267017,0,0,0.452267017,3194,10801,3.648,1,0.2,-249.3216,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4072,38301,16.052,2,0.2,-0.1407,0,1,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,8518.5,38301,26.64,3,0.2,2.4265,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8952.25,51606.5,35.044,5.25,0.2,5.8526,1,1,0,1,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,1,9030,92503,7,0.8,16.291,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1
Jack O'Briant,13,5901.923077,61656.38462,250.3806923,4.538461538,0.073076923,44.72342308,0,1,0.384615385,0.461538462,0.153846154,0.076923077,0,0.153846154,0.153846154,0.153846154,0,0,0,0,0.153846154,0,0,0,0.076923077,0.153846154,0,0.076923077,0,1,0,0.230769231,0.153846154,0,0.615384615,1780.658374,31101.63227,427.4801231,1.808101427,0.097072534,110.7965485,0,0,0.506369684,0.518874522,0.375533808,0.277350098,0,0.375533808,0.375533808,0,0,0,0.375533808,0,0,0.277350098,0.375533808,0.277350098,0,0,0,0.43852901,0.375533808,0,0.506369684,3445,14215,5.64,2,0,-16.9568,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4828,40475,27.92,3,0,5.2398,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5273,53132,95.84,4,0,8.0968,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6852,90008,199.9,6,0.2,34.742,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9428,98103,7,0.2,407.1288,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1
James Galang,18,5402.833333,58489.11111,353.6884444,3.888888889,0.111111111,78.64813333,0,1,0.222222222,0.444444444,0.333333333,0.055555556,0.055555556,0.111111111,0.055555556,0,0.055555556,0,0,0,0.166666667,0,0,0.111111111,0.277777778,0.111111111,0,0,1,0,0,0.277777778,0.055555556,0.166666667,0.5,2751.863374,32894.46093,385.3089421,1.278274981,0.156764675,146.1495769,0,0,0.427792632,0.511309993,0.48507125,0.23570226,0.23570226,0.323380833,0.23570226,0.23570226,0,0,0.383482494,0,0.323380833,0.460888599,0.323380833,0,0,0,0,0.460888599,0.23570226,0.383482494,0.514495755,1625,7060,13.89,2,0,-44.2764,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2597.25,30318,71.076,3,0,16.332,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6436.5,77041,247.098,3.5,0,25.9132,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,7584.5,83201,474.1575,4.75,0.2,73.521,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0.75,0,0,1,8741,90049,7,0.6,556.974,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
James Lanier,7,6563.571429,74856,224.5032857,4.142857143,0.214285714,29.89738571,0,1,0.285714286,0.428571429,0.285714286,0,0.142857143,0,0.142857143,0,0.142857143,0,0,0,0.142857143,0,0.142857143,0.142857143,0.142857143,0,0,0,0,0,1,0,0.142857143,0.142857143,0.714285714,3051.737366,25499.26615,316.9194753,2.267786838,0.146385011,39.26817791,0,0,0.487950036,0.534522484,0.487950036,0,0.377964473,0,0.377964473,0.377964473,0,0,0.377964473,0,0.377964473,0.377964473,0,0,0,0,0,0,0.377964473,0.377964473,0.487950036,838,37421,8.544,1,0,-1.8295,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5148.5,61812.5,32.912,2.5,0.2,2.592,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,8375,85224,87.36,4,0.2,17.55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8489.5,91806,283.7095,6,0.2,41.5401,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9456,94110,7,0.5,105.297,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1
Jamie Frazer,19,6203.578947,36195.21053,119.9782105,3.789473684,0.121052632,30.26978421,0,1,0.052631579,0.842105263,0.105263158,0,0.052631579,0.105263158,0.157894737,0,0,0,0.052631579,0.052631579,0.052631579,0.052631579,0,0.157894737,0.105263158,0.157894737,0.052631579,0,1,0,0,0,0,0.210526316,0.789473684,2547.668941,35024.15182,121.6554877,2.417044738,0.184327448,42.98752687,0,0,0.229415734,0.374634325,0.315301768,0,0.229415734,0.315301768,0.374634325,0,0.229415734,0.229415734,0.229415734,0.229415734,0.374634325,0.315301768,0.374634325,0,0,0,0,0,0,0.418853908,0.418853908,1337,6040,4.224,1,0,-27.735,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6141.5,10024,29.196,2.5,0,4.44715,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6697,19134,61.02,3,0,17.991,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7374.5,63806,174.71,5,0.2,38.26405,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9919,90805,11,0.7,134.9322,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1
Jamie Kunitz,13,4833.384615,59697.84615,340.5493846,5.153846154,0.130769231,93.84484615,0.461538462,1,0.153846154,0.615384615,0.230769231,0,0.076923077,0.153846154,0.076923077,0,0.076923077,0,0,0,0.076923077,0.076923077,0,0.153846154,0.230769231,0.076923077,0,0,1,0,0,0.076923077,0,0.153846154,0.769230769,3136.567618,34088.40075,645.4558607,3.996793587,0.197419247,197.9818228,0.518874522,0,0.375533808,0.506369684,0.43852901,0,0.277350098,0.375533808,0.277350098,0.277350098,0,0,0.277350098,0.277350098,0.375533808,0.43852901,0.277350098,0,0,0,0,0.277350098,0,0.375533808,0.43852901,1707,14304,5.388,1,0,-26.541,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1710,33012,30.976,2,0,3.71,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6282,43302,71.992,4,0,9.5736,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7193,94122,154.9,6,0.2,47.8065,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9934,94122,14,0.7,561.564,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
Jane Waco,14,6789.928571,53705.21429,551.551,4.714285714,0.071428571,155.2649571,0,1,0.5,0.285714286,0.214285714,0.071428571,0,0.071428571,0.071428571,0,0.142857143,0,0,0,0.357142857,0,0,0.142857143,0.142857143,0,0,0,0,1,0,0,0,0.071428571,0.928571429,2473.716776,44391.06521,1337.129497,3.148346854,0.099449032,507.4660853,0,0,0.518874522,0.468807231,0.425815314,0.267261242,0,0.267261242,0.267261242,0.36313652,0,0,0.497245158,0,0.36313652,0.36313652,0,0,0,0,0,0,0,0.267261242,0.267261242,1494,1841,6.48,1,0,-99.6219,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5881.25,1841,13.695,2,0,3.5066,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8347.5,68106,35.424,5,0,9.1109,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8350.75,94893.5,329.1675,6.75,0.2,47.54565,0,1,1,0.75,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8859,98661,10,0.2,1906.485,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1
Janet Lee,10,5192,41528.8,220.37,3.9,0.22,5.45174,0,1,0.3,0.6,0.1,0,0.1,0.1,0.1,0.1,0,0,0,0,0.1,0.1,0,0.1,0.1,0.1,0,0.1,1,0,0,0,0,0,1,2480.297518,31438.54474,286.3214345,3.314949304,0.274064064,71.4340649,0,0,0.483045892,0.516397779,0.316227766,0,0.316227766,0.316227766,0.316227766,0,0,0,0.316227766,0.316227766,0.316227766,0.316227766,0.316227766,0.316227766,0,0,0,0,0,0,0,1819,10035,11.16,2,0,-166.32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3727.25,19711,19.955,2,0,-1.51995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5327,27226,52.46,2,0.2,6.7122,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7311.5,60623,329.417,4.5,0.2,34.6619,0,1,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8365,90049,12,0.8,93.6988,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1
Janet Martin,19,5660.368421,45380,166.2695789,4.789473684,0.289473684,1.043342105,0,1,0.315789474,0.578947368,0.105263158,0.052631579,0.052631579,0.105263158,0.210526316,0,0.105263158,0,0,0,0.157894737,0,0,0.105263158,0.052631579,0.105263158,0,0.052631579,1,0,0,0.052631579,0,0.157894737,0.789473684,2990.069996,30268.20576,236.8743676,3.258816202,0.260116933,81.20443423,0,0,0.477566933,0.507257274,0.315301768,0.229415734,0.229415734,0.315301768,0.418853908,0.315301768,0,0,0.374634325,0,0.315301768,0.229415734,0.315301768,0.229415734,0,0,0,0.229415734,0,0.374634325,0.418853908,107,10009,3.304,1,0,-187.3815,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3974.5,24710,14.486,2.5,0.2,-24.6597,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7712,28314,47.952,4,0.2,2.2288,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8071.5,77340,228.964,6,0.25,15.2859,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8076,90032,14,0.8,227.205,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Janet Molinari,13,5547.384615,62868.69231,138.7804615,4,0.138461538,38.66263846,0,1,0.307692308,0.538461538,0.153846154,0.076923077,0,0,0.153846154,0,0,0,0,0.076923077,0.307692308,0.076923077,0,0.153846154,0.076923077,0.076923077,0,0,0,1,0,0,0,0.461538462,0.538461538,3984.677037,29198.19771,279.9286074,2.273030283,0.263117406,89.96143688,0,0,0.480384461,0.518874522,0.375533808,0.277350098,0,0,0.375533808,0,0,0.277350098,0.480384461,0.277350098,0.375533808,0.277350098,0.277350098,0,0,0,0,0,0,0.518874522,0.518874522,54,10024,3.564,1,0,-61.872,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,48187,15.26,2,0,1.9926,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5946,60653,31.96,4,0,11.076,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9475,90036,95.1,5,0.2,30.432,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,9478,98115,8,0.8,298.6855,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1
Jas O'Carroll,11,2451.181818,76305.90909,175.8429091,3.272727273,0.172727273,18.37601818,0,1,0.181818182,0.727272727,0.090909091,0,0,0.181818182,0.363636364,0,0,0,0,0,0.090909091,0,0,0.090909091,0.090909091,0.090909091,0,0.090909091,1,0,0,0,0.090909091,0.636363636,0.272727273,1729.933341,25631.98059,323.1635608,1.61807967,0.20045403,50.98552026,0,0,0.404519917,0.467099366,0.301511345,0,0,0.404519917,0.504524979,0,0,0,0.301511345,0,0.301511345,0.301511345,0.301511345,0.301511345,0,0,0,0,0.301511345,0.504524979,0.467099366,283,19120,0.852,1,0,-54.882,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1606.5,74902.5,6,2,0,1.7499,0,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1609,90049,22.72,3,0.2,3.2676,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3304,90049,158.56,5,0.2,17.1075,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,5584,92037,5,0.7,152.495,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1
Jason Fortune-,14,4896.5,84598.42857,68.22314286,3,0.114285714,6.949214286,0,1,0.285714286,0.571428571,0.142857143,0.071428571,0,0.071428571,0.214285714,0,0.214285714,0,0,0,0.071428571,0.071428571,0,0.071428571,0.071428571,0.142857143,0,0,1,0,0,0.214285714,0,0,0.785714286,1722.990055,12819.55971,64.98962493,2.773500981,0.102710518,14.14418832,0,0,0.468807231,0.513552591,0.36313652,0.267261242,0,0.267261242,0.425815314,0.425815314,0,0,0.267261242,0.267261242,0.267261242,0.267261242,0.36313652,0,0,0,0,0.425815314,0,0,0.425815314,2632,48310,11.68,1,0,-36.441,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3638.25,84321,24.292,2,0,4.2706,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4679.5,84321,41.292,2,0.2,7.9776,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5939.75,90036,82.345,3,0.2,13.0923,0,1,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7363,98103,12,0.2,24.858,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1
Jason Gross,11,5377.818182,54378.09091,203.6890909,4.181818182,0.254545455,0.345236364,0,1,0.363636364,0.636363636,0,0,0.090909091,0.090909091,0.090909091,0.090909091,0.181818182,0,0,0,0.090909091,0,0,0.090909091,0,0.181818182,0.090909091,0,0,1,0,0.272727273,0.363636364,0.181818182,0.181818182,1881.590328,32159.50797,235.4223298,2.786330268,0.265945996,30.46109526,0,0,0.504524979,0.504524979,0,0,0.301511345,0.301511345,0.301511345,0.404519917,0,0,0.301511345,0,0.301511345,0,0.404519917,0,0,0,0,0.467099366,0.504524979,0.404519917,0.404519917,3102,2908,11.088,1,0,-56.343,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3756.5,43055,30.72,1.5,0.1,-16.4514,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5665,43055,99.488,5,0.2,4.168,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5908.5,79762,280.842,6.5,0.25,13.629,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,9217,90805,8,0.8,50.8254,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1
Jason Klamczynski,4,6828.5,62218.25,95.953,3.75,0.1,13.831925,0.25,1,0,0.75,0.25,0,0.25,0,0,0,0,0,0.5,0,0,0,0,0,0.25,0,0,0,0,1,0,0,0,0.5,0.5,1837.411676,36551.29771,120.8008573,2.753785274,0.115470054,10.74254502,0.5,0,0,0.5,0.5,0,0.5,0,0,0,0.577350269,0,0,0,0,0.5,0,0,0,0,0,0,0,0.577350269,0.577350269,5343,8401,1.632,1,0,0.5508,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5343.75,58515.25,17.928,1.75,0,8.8977,0,1,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6424.5,75220,57.11,3.5,0.1,14.21375,0,1,0,1,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,7909.25,78923,135.135,5.5,0.2,19.147975,0.25,1,0,1,0.25,0,0.25,0,0,0,0,0,1,0,0,0,0,0,0.25,0,0,0,0,0,1,1,9122,90032,7,0.2,26.3494,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1
Jasper Cacioppo,4,2730.25,52919.75,17.81575,3,0.225,-0.0889,0,1,0.25,0.75,0,0,0,0.25,0.5,0,0,0,0,0,0.25,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1489.378254,44447.05183,20.2664963,1.632993162,0.330403793,4.8880376,0,0,0.5,0.5,0,0,0,0.5,0.577350269,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,533,10024,3.928,1,0,-7.3255,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2446.25,16846,8.14825,2.5,0,-0.8371,0,1,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3350.5,54576,9.6975,3,0.1,1.86135,0,1,0,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3634.5,90649.75,19.365,3.5,0.325,2.60955,0,1,0.25,1,0,0,0,0.25,1,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,1,3687,92503,5,0.7,3.2472,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1
